
degree,度數；程度；度，度數；程
delay,延遲；拖延；耽擱延遲；耽擱
delegate,代表；授權；委派……為代表；委派（某人）做
deliberate,深思熟慮的；慎重的仔細考慮；思考
deliberately,慎重地；謹慎地設不履行；拖欠
delicate,易碎的；嬌貴戰敗；挫折
delicious,美味的；美味的；香噴噴的
delight,欣喜；愉快高興；喜愛
deliver,投遞；傳送衛的；送往某處
delivery,投遞；傳送；輸送
delusion,迷惑；欺騙
demand,要求，請求deﬂ；需求
demise,死亡；終止轉讓；遺贈
demographics,人口統
demolish,毀壞；破壞
demonstrate,論證；證
demonstration,示範；論證；
denial,否認；否定
dense,密集的，稠密的
density,密集度；稠密度
dent,有自信的；確信的
dential,祕密的；機密的
dentist,牙醫
deny,否定，否認
depart,起程，出發
department,科系；部門；部；司；局；
departmental,部門的；
departure,啟程；離開；出發
depend,相信；信賴賴；看情況；依賴
dependable,可信的
dependency,依靠；信
dependent,依賴的；依靠的；依
depict,描述；描寫
deposit,定金；頭期款；放置；寄存
depressing,沉悶
depression,沮喪；意
describe,描繪；敘述
description,敘述；形；敘述；形容
deserve,應受；該得；應得
design,設計；設計構思；繪製
designer,設計師
desire,渴望
despite,不管；儘管；儘管
dessert,甜點
destination,目的地；終點
destroy,毀壞；破壞壞處；科
destruction,毀壞；破
detail,細節；細節；詳情詳述；詳細說明分部的
detailed,詳細的；精細的
detect,探測；察覺
determine,決定；下決心賴的；確定
develop,開發：發展
developed,發達
developer,開發者
development,發育；進化；發存款展
device,設備；設備；機器
devise n,設計；發明
devote,致力
dial,撥打；撥
diary,日記；日誌
dictate,口授；口述
diet,飲食；食物節食
dietician,營養學家
difference,差別；差異；差異
different,不同的；有差異的
difficult,困難的
digital,數位的；數字
dignity,尊嚴；自尊
diligence,勤勉
diligent,勤勉的，勤奮的
dinner,晚餐
direct,指向；針對徑扣；直接的
direction,方向
directly,直接地；筆直
director,導演；導演；主管；
directory,工商名錄；號
disadvantaged,劣勢
disagree,不一致；不符
disappear,消失；離開
disappointment,失望
disaster,災難
discard,拋棄；摒棄
discern,分辨；識別
discipline,紀律；風紀
disclaimer,放棄；拒絕
disconnected,斷開的
discount,折扣；折扣打折
discourage,使洩氣；；阻礙
discouraged,灰心的；沮喪的
discouragement,沮
discover,發現；探索
discuss,商討；闡述；討論；交流
discussion,討論；交流；談論
disease,病，疾病使生病；使不健全直的；筆直的
disembark,登陸；上岸
disguise,偽裝
disk,唱片
dismal,憂鬱的；沉悶的
dismiss,讓…離開；把…打發走署長
dispense,分配，分發免除；省掉
display,展示；陳列；陳列；展出展覽；陳列
disposal,處理；處置
dispose,配置，布置
dispute,爭論；爭執；爭議
disrupt,使分裂；使瓦解
dissatisfaction,不滿
dissipate,使消散；消
distance,距離
distant,遙遠
distinctive,有特色的；；獨特的
distinguish,區別；識別
distinguished,傑出的
distract,轉移；分散
distraction,娛樂
distribute,分配
distributor,分配者；批
disturb,打擾
diverse,不同的；多元點；加點
diversity,差異；不同點
divert,轉向；轉移
divide,分；劃分分歧；1017.
division,分開；分割
doctor,醫師；醫生下降的向下；日趨沒落地
document,公文；文件；文件
documentation,文件；憑證
domestic,國內；家庭的；國內的爭論；爭執
dominate,支配；統治
donate,捐獻；捐款破裂的；中斷的
donation,捐獻；捐款
dot,點，小圓點打
dotted,有點子的；星羅棋布的鬧區的
doubt,懷疑；揣測
download,下載
downsize,裁減
downsizing,縮減開支
downtown,商業區，
downward,向下的；
doze,瞌睡
draft,草稿；手稿
drain,排洩
drama,戲劇；劇本不和
dramatically,顯著地
drastic,激烈的；猛烈的
drastically,大大地；徹底地
draw,繪畫；繪製；描寫；拉平局；抽籤E
drawer,抽屜
dreadful,可怕
dress,洋裝；穿著
dress code,穿衣法則；
drift,漂流；漂；漂移
drink,飲用
drive,駕駛；駕駛；開車
drug,藥物；藥
due,應支付的；到期的應付款；稅金；預定
duplicate,複製品；副適；悠閒；贗品
durable,經久的，耐用
duration,持久；持續
during,在…的整個；在～期間
duty,義務；責任；職務；勤務
dynamic,動力的；充；動態
e,使受挫折；阻撓困惑；障礙
eTicket,電子票券
each,各個；每個各；每
eager,急切；熱心的；熱切的
early,初期的；及早
earn,掙得；博得著裝標準；掙錢
earnest,認真
earnings,收入；薪資
ease,減輕，緩和舒；緩解
east,東方；東
easy,容易的；簡單的；輕易的
eat,進食
eco-friendly,對環境友善的
economical,經濟的；本完全一樣的；複製的
economize,節約；節的
economy,節約；經濟廉價的；經濟的期間
ect,使偏斜；使轉向；反射；照出
ection,倒影；反省
ed,未辨別出
edge,稜；邊緣使漸進；徐徐地移動期間滿活力的；邊緣
edible,食用
edit,編輯；校訂
edition,版本
editor,編輯
editorial,社論編輯
education,教育
effect,效果；造成；產生效
effective,有效的；有效的；生
effectively,有效地
efficiently,有效率地
effort,功夫；努力；盡力
either,任一的（兩者之中）任何一個
either ... or ...,或者
eject,逐出；轟出
elaborate,精心製作；詳盡闡述
eld,原野；田地
elder,年長的
elect,選舉；推選
election,選舉；推選
electric,電的；導電的
electrical,電力的
electrician,零工；電工；電氣
electricity,電力
electronic,電子的；電子操縱的
elegance,優雅
elegant,優雅的
element,元素；元素；構成往別處況；突然事件
elemental,基本的；原
elementary,初級；基本的；初級的的；法律上合格的
elevate,舉起；抬起
elevation,提高；提升
elevator,電梯
eligible,有資格當選果；效力
eliminate,排除；消滅
elimination,排除；消滅
elite,精華；菁英
else,其他；另外
elsewhere,在別處；
email,電子郵件
embark,從事；著手
embrace,擁抱；包括
emerge,出現；浮現；出現
emergency,緊急；緊急情技師
emerging,新興的
emit,散發；放射
emotion,情感；情緒
emotional,情緒化的
empathy,同感
emphasis,強調；重視
emphasize,強調；著重；強調；重
employ,僱用；使用；雇用
employee,受雇者；員工
employer,雇主
employment,僱用；
empty,空的
emulate,同…競爭；盡
enable,使能夠；賦予…能力；啟用
enclose,圍住；圈起；隨信附上
enclosure,圍住；封入
encounter,遭遇；遭遇；衝突遭遇；遇到
encourage,鼓勵；鼓勵；鼓婚約擴展
encouragement,鼓
endanger,危及；使遭
endeavor,努力；力圖贊同
endorsement,背書；
endure,忍耐；忍受表演者
energetic,有活力的；精力旺盛的；-精神飽滿的
energy,力量；能源；活力；幹勁
enforce,實施；執行
enforcement,強制
engage,吸引；佔用
engaged,訂婚
engagement,訂婚；
engine,引擎
engineer,工程師
enhance,提高；升高
enjoy,喜歡；享受
enjoyable,和藹可親的
enlarge,擴大；擴展
enlargement,擴大；
enlist,從軍；入伍
enormous,巨大
enrich,使富裕；使豐富舞
enrichment,致富；豐富勵；鼓舞
enroll,招生；註冊；記入名冊；被登記到危險
ensure,保證；擔保努力；盡力；確保
enterprise,企業；公司
entertain,娛樂；款待；招待
entertainer,藝人；請客者；
entertainment,娛樂；演藝；
enthusiasm,熱忱
enthusiastic,熱忱的；
entire,全部的
entirel,全部地；整個
entitle,權利；給…權力（或資
entitled,給予權利；使
entrance,入口；入口；門口
entrust,信託；委託
entry,入場；參加
environment,環境
environmental,環境的
envision,想像；展望
equal,平等的；均等的
equality,平等；相等
equip,裝備；裝備；配備
equipment,裝備；配；設備
equity,公平；公正
equivalent,相等的；
erce,兇猛的；殘酷的；好鬥的ﬁ
error,錯誤；錯誤；失誤
escort,護送；陪同
especially,尤其；格外；特別；尤其可缺的
essay,論文；散文
essence,本質；實質
essential,必要的；必要的；不
establish,創立；建立；設立
establishment,建立；
estate,財產；資產
esteem,尊重；尊敬
estimate,估算；估量；估計
et,傳單；單張印刷
eternal,永恆的；永久
ethic,倫理；道德
ethical,倫理的；道德
ethics,倫理學；道德學
etiquette,禮儀
evade,躲避；逃避
evaluate,估價；評價；評價
evaluation,估價；評價
evasive,逃避的；託辭的
even,平的；平坦的；甚至；即使
event,事件；事件；大事
eventual,最終的；最後的
eventually,終於
ever,無論何時
everybody,每個人
evidence,證據；證詞
evident,明顯；明顯的；明白的
evoke,喚起；引起
evolve,逐步形成；發展
exact,正確的；精準的
exaggerate,誇大；誇
exaggeration,誇大：
exam,考試；測驗
examination,考試；測包括張
examine,檢驗；測試
examiner,主考人；檢查人施的執行者；行政官
example,範例；示範
exceed,超過；勝過
excel,勝過；優於
excellent,出色的；傑出的甚至；連使平坦；卓越的
except,除……之外
exception,例外；例外；例外的人
excess,超越，超過過量的；額外的
exchange,交換；交換；調換交換；調換
excite,刺激；使興奮
exciting,令人興奮的
exclude,排除在外；不
exclusion,排斥；排除在外誇張
exclusive,排外的；除外的；獨家
exclusively,專門地；專有地驗
excuse,藉口
execute,實施；處死
executive,主管；行政人員；執行的；實
exercise,訓練；習題
exert,運用；行使
exhibit,展示，陳列；展覽
exhibition,展覽；展覽；展示
exibility,靈活性；彈性決賽；期末考
exist,存在；生存
existence,存在；存在；實在
exit,出口；出口；通道出
expand,展開；張開；擴展
expansion,擴展；擴明張；擴張
expect,期待；預期；預料；預期
expectation,期待；預；期望
expedite,迅速執行；促進
expel,驅逐；趕走
expenditure,消費；支出接觸到
expense,費用；價錢；開銷；支出
expensive,高價的；
experience,經驗；經驗；經
experiment,實驗；實驗；試驗進行實驗；試驗快遞的快遞；快運
expert,專家；專家；能手熟練的；老練的
expertise,專門知識；專長
expiration,終結；期滿
expire,屆期；終止去；離去
explain,解釋；說明
explanation,解釋；說
explode,爆發；爆炸
explore,探索；探險；挖掘
explorer,探險者
explosion,爆發；爆炸
export,輸出；出品
expose,使暴露於；使期
exposure,暴露；暴露；揭露
express,表達，陳述；表達；陳述
expression,表達；表達；表示闊的
extend,延伸；延長，延伸
extension,伸展；伸長
extensive,廣大的；廣昂貴的
extent,廣度；程度
extra,額外的
extract,抽出（物）；採掘
extracurricular,課外的
extraordinary,異常；非凡的
extremely,非常地
fabric,布料；織布
fabricate,製造；偽造
face,臉部；臉；面孔面向；正對親近
facial,臉的；面部的；臉部的
facilitate,促進；幫助
facilitator,促進者；便
facility,設施；設施；配備
facto,因素；成因
factory,工廠
fail,失敗；失敗；不及格失醉時尚的敗；不及格
failure,失敗；挫敗
fair,公平；公平的公平地；
fairly,公平地；公正地
faith,信念；信任運的公正地集市
faithful,忠實的；忠誠的
fall down,跌倒；倒塌
falter,蹣跚；踉蹌動搖；猶豫
fame,名譽
familiar,熟悉的；眾所周知的；的；特別的
familiarity,熟悉；通曉
familiarize,使熟悉；使熟悉的
famous,著名的
fan,崇拜者
fancy,幻想
fantastic,空想的
faraway,遙遠
fare,票價；票價過活；遭遇
farewell,告別；告別辭
farm,農場
fascinate,迷住；使神
fascination,魅力；陶
fashion,時尚；流行；時髦
fashionable,流行的；
fast,快速的；迅速的
fasten,紮牢；繫緊
fatal,命運的；決定命
fate,命運；天命命定；注定
father-in-law,岳父
fatigue,疲勞；勞累疲勞
faucet,水龍頭
fault,錯誤；失誤美的
faulty,有缺點的；不完
favor,幫助；善意的行為支持；擁護
favorable,贊同的；稱讚的
favorite,喜愛的；喜歡；最喜歡的
fax,傳真
fear,恐懼；恐懼；害怕害
feasibility,可行性；可
feasible,可行的；可實
feast,宴會；盛宴；筵席
feast for sb.／sth.,盛宴
feat,功績；業績
feature,特徵；特色以……為特色；是……的特色
federal,國家的；聯邦的燒；高度興奮
fee,酬勞；服務費；酬金；服務費付費
feed,飼料；牧草餵；飼養
feedback,回饋；回饋意見
feel,感受；體會
feet／foot,足部
fellow,同伴的；同事的傢伙；人
fellowship,夥伴關係；交情
female,女性；女性女性的
feminine,女性的；婦
ferry,渡過；運送擺
fertility,肥沃；豐富
fertilize,使肥沃；施肥
fertilizer,肥料
festival,節日；節日節日的
fetch,拿來；拿給
fever,發燒，發熱發
fierce,激烈
figure,數字
file,檔案；卷宗
fill,填滿
fill out,填寫
final,最終的
financial,金融
find,發現；找到
fine,良好
finish,完成；終止
firework,煙火
first,最初
five,五
flame,火焰
flat,平坦的
flavor,喜好的
flexible,靈活的；有彈性的
float,漂浮
float sb.’s boat,賓至如歸
floor,地板
floor plan,樓層平面圖
flooring,鋪地材料
fluent,流利
flush,紅暈
flying saucer,飛碟
focus,焦點；焦距聚；焦點；集中
fold,折；折疊
folder,資料夾
follow,跟隨；關注
follower,跟隨者
following,跟隨
football,足球
forbidden,禁止
force,迫使
forecast,預報；預測
foreign,外國的；陌生的
foremost,最前的；最先的首先
foresee,預見；預知
forget,遺忘
form,形狀；外形形
formal,正式的；正式的；禮節
format,格式
formatted,格式化了的
formula,公式；配方
formulate,使公式化；用公式表示
forth,往前
fortunate,幸運；幸運的；僥
fortunately,幸運地；僥倖地
fortune,財產；好運
forum,討論會；論壇
forward,向前；向前前面
found,創立
foundation,基礎；建立；創
founder,創辦人
fountain,噴水池
fourth,第四；四分之一
fraction,片段；碎片
frame,架構；骨架
framework,構造；機構加油工作；運行
franchise,特許經銷權；公民權成；構成
franchisor,特許授予人
frank,坦白的；直率的
frankly,率直地；坦白上的
fraud,欺騙；詭計
fraudulent,欺詐的；欺
free,自由的；免費的；自由的；免費的免費地；無約束地使自由；解放
freedom,自由
freeway,高速公路
freight,貨物裝貨於；運輸
frequency,頻率
frequent,頻繁的的轉交；發送
frequently,頻繁地
fresh,新增的；新鮮的
friendly,友善的
friendship,友誼
frighten,驚恐；害怕
front desk,櫃檯
frown,皺眉
frustrated,沮喪
frustration,挫折
fuel,燃料；燃料加燃料；辦；基金會
fueled,加燃料的
fulfilling,完成
fun,有趣的；令人愉快的
function,功能；功能；作用建造；塑造
functioning,運作的
fund,基金；資金
fundamental,基本的；基礎的；根本的基本原則
funding,資金；基金
fundraiser,資金籌集人
furnish,配置家具
furniture,傢俱；設備
further,促進；更遠的更遠地促進；助長G
future,未來
gain,獲得
gamble,賭博；打賭賭博；打賭
gap,差距；裂開缺口；隔閡
garbage,垃圾；垃圾；廢話
garlic,大蒜
garment,服裝；衣著
gas,氣體；瓦斯；瓦斯
gasoline,汽油
gate,大門；柵欄門
gatekeeper,看門人；
gather,收集；召集
gathering,集會；聚集
gaze,注視
gear,工具；設備使適應；使適合
gender,性別
general,普通的；一般的
generally,大致上;普遍地；大致上；普遍地；通常；一般地
generate,產生；發生
generation,世代；世代；一代
generosity,慷慨；大方
generous,慷慨的
genius,天才；天資
gentle,溫和的；紳士的
gentleman,紳士
genuine,真正；真誠的；不造作的
geographic,地理學的；地理的
geography,地理；地理學守門員
germ,微生物；細菌
gesture,姿勢；手勢
get together,聚會
getaway,逃走；起步聚集；收穫量
ght,戰鬥；打鬥戰
giant,巨人巨人般的；巨大的
gift,禮物；天賦
gift-wrap,用包裝紙包
gifted,有天資的；有天
gigantic,巨大
ginger,薑絲
give,提供；給
give away,拋棄
glamor,魅力；魔力
glance,掃視；瞥見賦的
glitch,小故障；失靈
global,全球；球狀的；全世界的
globe,球狀物；地球
gloom,黑暗；陰暗抓；握
glorify,讚美；美化
glory,光榮；榮譽
glossary,詞彙表；術
glove,手套
glow,發光；發光；發熱
goal,目標
golf,高爾夫球
goods,貨物
goodwill,善意；好心
gorgeous,燦爛的；華麗的
gossip,流言；閒話；聊天閒聊
govern,治理；統治；管理
government,政府
grab,抓取；拾取
grace,優雅
graceful,優雅的裝
grade,成績；等級
gradual,逐漸的；逐步
gradually,漸漸地；逐漸地
graduate,准予畢業；授與學位的；畢業生
grain,糧食
grand,雄偉的；堂皇的
grant,同意；允許使暗；使陰沉
grapefruit,柚子
graph,圖表；圖解
grasp,抓牢；握緊；掌握
grateful,感激的；感謝
gratitude,感恩；感謝；感謝
gratuity,賞錢；小費
gravity,重力；引力
great,極好的
greed,貪心
greenhouse,溫室；暖房
greeting,問候；招呼
grin,露齒而笑；齜牙咧嘴
grip,緊握；夾住
grocer,食品雜貨商
grocery,食品雜貨店
groom,新郎打扮；
gross,總的；顯著的G總額；總量
ground,地面；地面；土地
groundbreaking,開創
group,群組
grow,成長
growth,成長；發育；發展
grub,挖掘
guarantee,保證；保
guard,哨兵；衛兵防範；警惕；守衛
guardian,守護者；管理員；監護人
guess,猜測；臆測
guest,賓客；賓客；客人
guidance,引領；帶領；領導
guide,引領；帶領；指導
guidebook,旅行指南
guideline,指導方針
guilt,罪惡；過失
guilty,有罪的；罪惡的
guitar,吉他
gure,外形；體形
gym,健身房；體育館：體操
gymnasium,體育館；
habit,嗜好；興趣
habitat,棲息地；產地
habitual,習慣的
hack,劈；砍性的
hair,頭髮
haircut,髮型；理髮
hairdresser,美髮師
hairdryer,吹風機
half,一半一半的
halfway,中途的中途地
hall,大廳；走廊；會堂；大廳
hallmark,品質證明；
hallway,玄關；門廳
halt,暫停；停止停
handbag,手提包
handbook,手冊；旅行
handcrafted,手工製作
handful,一把；一握；少數
handicap,障礙，殘障
handle,操作；操縱；處理
handling,操作；管理
handout,施捨物；傳
handshake,握手
handwriting,手寫
handy,便利
hang your hat,告訴你一個號外
happen,發生
harbor,港灣；海港庇護；藏匿
hard,堅硬的；棘手的
hardly,幾乎不；簡直不
hardship,困苦
hardware,器件；器具
harm,傷害；危害傷
harmful,有害的；有害的；不良的療
harmony,和睦；融洽；和諧
harvest,收成；收成；產量
hasty,匆忙的；急忙的
hazard,危險；危害物
hazardous,有危險的；
headache,頭痛；難題
headline,標題；標題；大標題的單；印刷品
headquarter,總部
headquarters,司令部
headset,耳機
heal,癒合；痊癒
health,健康
healthful,健康的
healthy,健康的；健康的；健全
hear,聆聽；聽見；聽
heart,心臟
heat,熱度；熱度；熱烈變
heater,加熱器；暖氣機
heavy,沉重的
heel,腳後跟
height,高度；海拔
hell,地獄
helmet,帽盔；安全帽
help,幫助；幫助補救；治害；危害
helpful,有幫助的；有
hemisphere,半球；半牧
hence,因此；由此
herd,畜群；牧群放
heritage,遺產；命運
hero,英雄
hesitate,躊躇；猶豫益的收成；產量球體冒險作出；嘗試；遲疑
hesitation,躊躇；猶豫
hidden,隱藏的；隱祕
hide,隱藏
high,高的；高級的
highlight,突顯
highly,高度
highway,公路；幹道
hike,健行；遠足高聲地，在高處譽的前途的；遠足
hilarious,可笑的；荒
hinder,妨礙；阻礙
hint,暗示暗示；示
hire,僱用租用；僱用；雇用
hobby,嗜好；興趣；癖好
hold,握住；保持；握著；抓住掌握；支配
hole,洞；破洞鑿洞於；穿孔於
holiday,假日；節日；假日
home,家庭；家庭生活在家；回家家庭的
homesick,思家的
hometown,故鄉；家鄉
honest,誠實；誠實的；正直的的
honesty,誠實；正直
honor,榮譽；榮譽；名譽
honorary,榮譽的;名
hook sb. in,拉攏～
hope,希望；盼望
hopeful,有希望的；有
hopeless,無望的；沒有辦法的謬的意
horizon,地平線；眼界；視野
horizontal,水平的；橫的
horrible,可怕；可怕的；令人毛骨悚然的
horrify,使恐懼；使驚懼
hospital,醫院
hospitality,好客；殷勤招待
host,主人；主辦
hostel,宿舍
hostile,敵人的；敵方的
hotel,旅館；飯店
hour,小時；時刻
hourly,每小時的每小時地；頻繁地
house,房子；住宅
household,家庭，戶家的；家庭的I
housekeeper,管家；慈的
housing,房屋，住宅
however,然而
hub,集線器
huge,龐大的；巨大的
human,人類
human resource,人力資源想化
humane,人道的；仁
humankind,人類
humble,謙遜的；謙恭急忙；倉促
humid,潮濕的
humidity,濕氣；濕度
humor,幽默感；幽默
humorous,幽默
hunt,狩獵
hurry,使趕緊；催促
hurt,受傷；受傷；疼痛受
hush,靜寂，沉默使沉默，使安靜
ice,冰結冰
ice-cold,冰冷的；毫無感情的
icon,畫像；偶像佣人
ict,給予（打擊）；
icy,多冰的；冷冰冰的
idea,打算；計畫
ideal,理想；理想的；完美的
idealize,形成理想；理
identical,相同的；完全相似的
identify,認出；識別的使謙卑
identity,特性
idle,閒置的；空閒的
idol,偶像
idolize,崇拜偶像
ight,班機；航班ﬁ
ignite,點燃；使燃燒
ignition,著火；燃燒
ignorance,無知；不學
ignorant,無知的；不
ignore,不理會；忽視
ill,生病的；壞的不
ill-advised,欠考慮的；
illegal,違法的
illicit,不法的，違禁的
illiteracy,不識字；文適
illness,患病；身體不
illogical,不合邏輯的
illuminate,照亮；照射
illusion,錯覺；幻覺
illustrate,說明；說明；闡明
illustration,描繪；插畫
image,圖像；圖像；圖案
imaginary,想像的；幻想的
imagination,想像力
imaginative,想像的
imagine,想像
imitate,模仿
immature,不成熟的
immediate,立刻的；
immediately,立即；馬上；
immense,巨大的；廣偏見的
immigrant,移民；僑民移民的
immigration,遷居
immobile,不能動的；固定的
immune,免疫的盲
impact,產生影響；碰撞
impair,損害；損傷
impartial,公正；公正的；無
impatient,不耐煩的，沒耐心的
impeccable,無懈可擊的；無缺點的
impede,妨礙；阻礙
imperative,必要的；緊急的
implement,工具；器具履行；實施
implementation,履行；完成
implication,牽連；涉及立即的
imply,暗指；暗示
impolite,失禮的直接地
import,進口；輸入
importance,重要性
important,重要的
impose,強加於；禁令；制裁
impossible,不可能的
impractical,不實際的
impress,使感動；使銘
impression,印象
impressive,令人印象深刻的；印象深刻
improper,不合適的
improve,增強；改善；改善
improvement,增強；記
impulse,衝動；刺激
in a good／bad mood,心情好／壞
in addition,除此之外
in addition to,除了
in front of,在～前面
in-depth,深入的；徹底的
inability,無能；無力
inaccurate,不正確的
inactive,不活躍的
inadequate,不適切的
inbound,回內地的；歸
incense,香氣
incentive,鼓勵；動機刺激的；鼓勵的
inch,英吋；少許緩慢地移動
incident,事件；事變
incidental,附帶的；伴隨的
incinerate,焚化；灰化
incinerator,焚化爐
inclination,傾向；意向的
incline,傾斜；屈身
include,包括；包含
including,包括；包括；包
inclusive,包含的，包括的
incoherent,無條理的；
income,收入；收入；收益
incoming,進來的進
incompetent,無能力的；不能勝任的本國的
incomplete,不完全的；不完整的
inconsistent,不一致
inconvenience,不方
inconvenient,不方便
incorporate,合併；混
incorporation,公司；
incorrect,不正確的
increase,增加；增多示示物；增長
incredibility,不可信
incredible,難以置信人的
incur,招致；惹起
indebt,使負債
indecisive,優柔寡斷的
indeed,真正地；確實
independent,獨立的；；獨立的；自主的
index,索引表明；指初期的
indicate,指示；指出
indication,徵兆；跡象
indicator,指示者；指
indifference,漠不關心；冷淡增加
indifferent,冷淡的
indispensable,必需的
individual,個體的；個的；不協調的
indoor,室內的
indoors,在室內；在屋裡的；驚人的
industrial,工業的
industrialize,工業化
industry,工業；工業；企業
inevitable,無法避免的
inevitably,無法避免地未定的
inexpensive,廉價的
infamous,聲名狼藉的
infancy,嬰兒期；幼年
infant,嬰兒嬰兒的；
infect,使受影響；感染
infection,傳染；侵染
infer,推論；推斷
inference,推論；推斷
inferior,低等的；下級
influence,影響
influential,有影響
info,通知；報告
inform,通知；告知
informal,不正式的
information,情報；資料；資訊
informative,見聞廣博
infrastructure,公共建
ing,令人困惑的；
ingredient,組成；原料
inhabit,居住於；棲息
inhabitant,居民；居住
inherent,內在的；固有的
initial,初始；開始的；最初的
initially,開始的；最初iﬁ
initiate,新加入的
initiation,開始；創始
initiative,創始的iﬂ
inject,注射
injection,注射
injure,傷害；損害
injured,受傷的
injury,傷害；損害；受傷
inn,店面
inner,內部的；核心的；裡面的
innocent,無辜的；單
innovate,創立；革新的
innovation,創新
innovative,新穎的
innovator,創新者
inquire,詢問；打聽設
inquiry,詢問；打聽
insane,精神錯亂的；
insanity,瘋狂
insecure,不安全的；
insecurity,不安全；危
insert,插入；嵌入
inside,內部；裡面
insider,內部的人；會員
insight,見解；看法
insist,堅持
inspect,檢查；審查
inspection,檢查；檢查；審查；視察
inspector,檢查員；視
inspiration,靈感；鼓
inspire,鼓舞；激勵
inspiring,激勵人心的；鼓舞人心
install,安裝；安裝；設置
installment,安裝；設
instance,例子；實例
instant,立即的；即刻舞契約
instantaneously,即刻；突如其來地創立；設立
instead,反而，卻
instead of,而不是
institute,協會；學院
institution,制度；機構
instruct,命令；指示
instruction,命令；指示；指令
instructor,教練；指導者
instrument,樂器；儀器；器具
instrumental,用樂器
insult,侮辱；羞辱
insurance,保險；保險；保險演奏的；有幫助的察員
insure,保證；確保
integrity,正直
intelligence,聰明才智置
intelligent,有智慧的
intend,想要；打算；打算
intense,強烈的；劇烈
intensify,加強；增強
intensive,加強的；密
intent,意圖；目的
intention,意圖；目的
interchangeable,可交集的
interest,興趣；興趣；喜好；
interested,感興趣的
interfere,妨礙；衝突
interior,內部的；內側的
intermittent,間歇的；週期性的
internal,內部的
international,國際的
internationalize,使國
interpret,翻譯；解釋；說明
interpreter,口譯者
interrupt,打擾；干擾；打斷
interruption,打擾；干目錄形的
interview,訪談；面試；面試；訪談
interviewee,被面試的
interviewer,採訪者
intimate,親密
intricate,錯綜複雜的；
introduce,介紹；介紹；引見
introduction,介紹；引
introductory,介紹的
invent,發明；創造
invention,發明；創造
inventive,發明的；創利息
inventor,發明家；創作者
inventory,存貨清單；
invest,投資
investment,投資
investor,投資者
invisible,看不見的；無際化
invitation,請帖；邀請；邀請函擾
invite,邀請
invoice,發票；發票；發貨單
involve,涉入；參與
involvement,參與人
irrelevant,不相干的
isolated,被孤立
issue,問題；發行；配給問
item,項目；條款
itemize,分條列述；詳
itinerary,旅程；路線
ivory,象牙
janitor,看門人的工友
jealous,嫉妒
jeans,牛仔褲
jet lag,時差
jewel,鑽石
jewelry,首飾
job,工作；工作；職業
jobless,失業的
jog,慢跑；慢跑；緩行慢
join,參加；參與；參加
joint,關節；接合點
joke,笑話；玩笑
journal,日報；雜誌；日誌
journalist,新聞工作者
journey,旅程；旅行
judge,審判；判決法官；評判
judgmental,判定的
juice,果汁
junction,連接；接合；交叉點家族；親戚
junk,破爛
just,剛好；僅僅；方才
justice,正義；公平
justify,證明無罪；開釋題；爭論
keen,熱心的；敏銳的
keenly,敏銳地；銳利地旅行的；旅程的J
keep,持有；保有
keep up,持續；跟上
keeper,飼養者；保管人
key,鑰匙；關鍵
keyboard,鍵盤
kick,踢；剔除
kick off,開球
kickoff,開球；開始
kid,小孩；兒童
kidna,綁架
kidnapper,綁票者
kidney,腎臟
kilogram,公斤
kilometer,公里
kin,同類的；類似的跑；輕搖
kind,親切的；和藹的種類
kindly,親切的；和藹的
kindness,親切；寬大
kit,成套工具
knob,把手
know,知道；了解
knowingly,熟悉地
knowledge,明白；知識
knowledgeable,博學
lab,實驗室
label,貼紙；標籤貼標籤於
labor,勞動；勞工；勞動勞
laboratory,實驗室
lack,缺乏；缺少；缺乏欠
lacking,缺乏的
lag,落後；延遲落後；
laid-back,懶散的；閒
lake,湖泊
lamentl,哀悼；悲痛；哀悼，悲痛
lamp,燈；油燈照；
land,陸地；田地；地產登陸；降落地主
landing,降落，著落
landlady,女房東；女
landlord,地主；房東
landmark,地標；里程碑
landscape,景觀；風景；景色
landscaper,庭園設計家
language,語言
languish,變得無生氣；衰弱
lapse,時間流逝；跌落流逝；背離
laptop,手提電腦
large,大的；巨大的缺；不足；大量的；巨大的
large-scale,大規模的
largescale,大規模
lash,鞭打；抽打鞭
last,持續；維持
last-minute,最後的散的
late,遲的；已故的；晚
lately,近來；最近
later,較晚的；更晚的
latter,後者；後者的；後面的
laugh,笑聲
launch,發射；發動；發起；出版
laundry,洗衣店；送洗
lavatory,盥洗室；洗手間租
law,法律；法律；規則
lawful,合法的；法定的
lawn,草坪
lawsuit,訴訟
lawyer,律師
lay,放；擱；下蛋
layer,層；階層
layoff,解雇
layout,佈置；編排；安排；設計陳列
lazy,懶惰的
le,文件夾歸檔提出
lead,領導；帶領；領導；領先
leader,領導
leading,領路的；帶領
league,同盟；聯盟同盟；聯盟
leak,漏洞；裂縫洩漏後來；以後
leakage,漏；洩漏
lean,傾身；屈身
leap,跳過；越過跳；
learn,學習；學會；學習；得知
lease,租約；租契出發射；發行
least,最小的；最少的
leathe,皮革皮的；
leave,離開；脫離
lecture,授課；演講
leg,腿部
legal,合法的；正當的；法律
legalize,使合法化
legend,傳說
legitimate,合法的；正
leisure,空閒；閒暇；空暇時間空閒的
lend,借；提供的
length,長度
less,較少地
lesson,課程；學習leﬂ
let,允許;讓
